"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76"
"44",106,73.45,45.8,56,80.5,94.9,78.5,57.85,60.8,84,110.25,132.35,137.15,233.4,718.9,2093.2,3665.95,3588.85,2053.45,790,276.1,136.3,110.25,97.8,92.35,89.7,93.1,97.8,102.55,109,114.25,122.35,116.55,118.8,113.65,127.75,160.85,216.6,229.95,189.25,150.3,129.05,131.95,128,123.25,123.85,124.9,126.25,127.15,132.75,146.5,212.6,424.75,847.45,1180.8,1084.6,654.25,325.55,200.25,213.05,335.25,619.95,1057.8,1402.5,1273.05,776.8,356.85,173.6,144.2,172.05,235.7,266.75,233.5,176.55,120.45,105.2
"45",115.5,72.55,48.55,53.35,82,95.75,79.5,59.95,62.35,83.2,115.6,132.05,147.85,233.05,737.1,2147.75,3701.85,3668.1,2090,802.65,286.6,137.75,108.05,103.9,98.3,91.9,92.95,95.05,102.35,106.25,112.95,113.4,109.95,112.45,111.7,129.7,171.95,226.9,243.95,204.6,152,135.6,132.6,126.3,130.4,131.55,122.55,128.5,130.6,133.15,143.45,215.8,432.65,868.7,1199.2,1086.1,653.1,323.45,190.55,214.55,332.15,626.2,1070.75,1408.7,1288.15,787.9,357,169.75,141.35,175.7,240.25,271.15,241.05,168.6,119.1,102
"46",101.35,67.55,43.3,53.6,81.75,95.45,76.65,62,63.9,86.6,113,137.95,153.3,239.45,784.6,2264.05,3952.8,3894.55,2218.25,835.95,297.75,140.75,114.65,106.9,99.4,96.95,94.6,100.1,101,105.35,109.1,112.35,111.45,113.7,112.45,126.85,169.95,221.05,230.95,201.35,149.45,130.25,130.85,132.9,128.6,124.1,128.3,127.85,130.55,130.85,151.35,224.8,470.35,932.4,1299.95,1199.9,718.5,338.45,201.6,219.7,349,652.75,1130.75,1493.8,1330.05,815.6,367,176.55,143.15,179.65,239.65,278,238.7,178.5,120.55,107.2
"47",102.85,71.2,48.8,50.85,81.05,94.4,76.6,63.3,65.35,93.15,121.2,145.25,151.55,237.5,774.05,2214.3,3897.1,3853.6,2187.25,847.75,291.2,140.85,107.85,104.85,99.7,94.15,94.55,96.65,102.65,108,109,109.35,112.6,110.4,112.65,128.85,164.05,209.5,226.4,178.8,155.3,134.05,136.65,125.8,131.8,124.55,125.1,127.15,133.85,136.65,151.5,232.85,482.95,996.85,1378.7,1263,758.05,350.15,204.65,224.2,352.15,624.95,1037,1347.55,1216.7,731.85,341.2,163.1,139.2,170.6,225.1,258.95,225.7,161.95,114.5,94
"48",90.3,65.35,41.85,49.65,77.7,89.35,75.35,62.35,65.2,85.65,120.6,131.7,145.7,232.8,737.75,2134.9,3718.15,3644.5,2098.25,800.5,278.7,135.45,109.1,99.4,95.1,92.25,91.35,96.35,95.65,106.5,107.65,113.25,106.55,106.6,108.6,120.6,156.3,208,215.75,186.55,144.2,130.95,123.4,132.4,129.3,123,125.05,125.1,127.35,132.5,152.95,232.9,519,1049.85,1480.15,1367.25,800.2,371.3,210.85,229.35,356.8,636.95,1040.8,1350.8,1210.9,727,338.65,159.85,133.95,174,226.65,258.9,229.25,168.45,115.1,102.6
"49",109.2,71.9,43.8,48.6,73.85,79.7,71.25,59.25,61.7,82.7,106.05,127.5,137.95,224.9,736.75,2148.05,3736.45,3656.35,2107.7,794.85,271,133.25,103,97.75,94.45,94,92,95.65,96.7,106.7,118.15,119.4,114.65,113.65,116.65,133.9,187.35,254.65,263.45,214.65,159.65,130,131.4,131.65,127.35,122.45,124.25,120.5,118.9,126.95,135.6,196.85,373.65,711.8,979.55,876.15,568.75,291.25,195.4,201.1,319.25,583.05,1023.1,1348.05,1230.05,755.5,349.85,169.55,135.6,178.1,231.15,257.55,235.65,173.4,122.8,106.4
"50",94.65,67.65,45.65,53.15,82.25,95.65,80.85,60.95,66.85,91.8,120.25,138.55,144.35,243.1,763.75,2215.75,3878.85,3801.65,2191.25,825.2,297.2,144.15,110.4,105.05,101.2,97.15,89.75,95.85,102.2,107.05,111.25,112,111.25,106.55,115.45,128.45,169.5,226.75,237.4,196.55,156.35,133.35,133,134.65,131.65,126.45,127.8,128.8,126.65,137.8,148.9,231.95,494.85,984.85,1380.75,1273.65,761.9,358.85,200.75,217.65,356.2,636.35,1079.45,1393.65,1236.25,754.15,353.05,164.55,133.5,172.6,237.85,266.95,238.6,166.35,118.15,97
"51",102.75,68.35,48.25,56.95,89.05,102.4,79.35,62.6,68.3,98.65,126.4,148.85,161.25,253.15,807.4,2356.45,4088.3,3991.4,2273.5,873,308.15,154.5,121.45,112.9,107.35,103,98.8,100.75,105.05,114.6,115.5,113.1,110.35,113.3,118,137.25,167.75,228.35,239.95,202.45,158.65,141.9,133.1,130.2,132.25,127.75,127.75,127.75,131.7,137.2,149.05,229.2,482.2,978.95,1374.85,1244.3,746.6,349.55,203.7,223.05,353.1,643.25,1097.05,1439.35,1280.3,782.65,355.95,171.3,140.3,175.9,239.1,265.3,243,174.3,121.95,99.8
"52",124.85,81.9,45.95,44.5,60.15,78.05,68.25,56.9,60.6,89.45,119.1,134,146.85,233.5,800.4,2360.3,4135.4,4076.95,2305.05,875.2,299.55,137.65,107.85,96.05,96.95,90.9,96,95.45,98.05,109.55,119,116.35,109.7,108.6,113,127.7,178.6,238.4,253.95,205.75,151.7,130.25,131.2,128.05,126.8,119.9,120.75,118.95,124.05,127.2,140.55,186.95,349.1,665.15,899.05,814.85,515.85,264.2,167.7,180.25,285.25,517.05,893.25,1194.55,1089.7,668.2,310.05,159.95,131.75,157.85,210.95,237.55,212.45,161.45,110.45,106.2
"53",108.3,78.45,48.45,54.75,86.8,106.25,82.15,65.35,66.75,97.55,134.8,145.5,159.45,254.35,822.35,2395.5,4131.4,4076.75,2328.35,896.05,306.95,149.95,115.35,111.1,110.8,97.45,101.6,104.1,108,115.15,119.5,116.85,113.55,116.9,119.15,137.8,176.1,232.6,246.25,205.75,158.3,139.9,144.6,138.1,133.1,126.65,128.5,131.2,138.7,135.9,162.25,239.35,503.3,1016.5,1405.05,1290.95,779.4,363.7,203,222.5,365.25,655.3,1102.35,1426.35,1285.3,792.5,360.6,170.1,139.85,180.95,237.05,271.3,240.6,172.55,124.35,107.4
"54",106.85,70.75,42.6,45.2,64.7,79.15,67.1,53.5,58.25,86.05,111.9,124.85,135.95,226.9,736.6,2116.6,3705.2,3619.35,2080.15,786.55,268.3,131.9,103.75,96.45,92.4,87.45,88.75,88.1,94.65,97.95,105.45,112.2,107,100.7,108.05,122.85,170.25,220.75,238.3,195.95,141.45,124.75,119.7,125.5,118.55,111.05,109.05,113.7,114.05,115.15,127.3,166.9,320.75,587.2,817.85,739.05,465.35,240.55,159.7,173.25,276.45,541.3,953.3,1295.55,1178.05,708.4,326.4,157.75,129.25,158.75,217.35,255.15,217,152.75,110.3,88
"55",118.55,79.25,51.75,57.2,88,103.5,85.15,64.65,66.35,88.75,124.6,137.45,147.35,237.1,773.1,2254,3907.4,3831.3,2184.2,833.85,293.5,146,114.5,111.5,101.45,102.2,102.1,104.45,106.3,116.5,128.2,128.55,128.2,122.3,125.9,137.35,176.3,222.5,243.35,205.35,153.35,139.3,140.15,135.15,132.3,128.3,131.4,128.45,130.2,139.35,148.2,220.85,452.7,879,1221.15,1110.7,684.8,331.35,215.55,224.9,344.65,633.75,1103.15,1455.7,1317.1,797.6,355.8,172.95,147.4,179.45,243.15,275.65,239.35,169.3,119.3,103
"56",119.2,80.65,49.55,61.25,94.85,109.5,92.3,65.45,62.65,90.85,120.65,131.85,145,239.2,756.45,2235.6,3861.25,3798.45,2173.1,831.4,300.4,142.45,116.2,110.3,102.65,98.9,97.7,101.15,106.9,113,124.85,118.45,115.05,117.6,118.15,137.05,185.4,248.05,262.85,222.05,155.35,140.1,139.9,138.4,127.6,130.7,124.9,128.85,130.25,137.9,146.35,207.85,432.5,829.05,1138.9,1050.35,642.5,315.1,197.9,213.45,346.85,669.65,1172.85,1593.05,1432.05,869.2,381.9,182.85,149.8,184.5,253,297.5,251.65,178.05,123.35,105.2
"57",51.95,53.45,55.7,105.3,175.35,207.95,157.95,114.75,113.8,170.45,241.8,262.4,236.5,323.1,956.35,2785.5,4804.8,4706.85,2650.65,1019.85,379.7,260.5,297.15,326,264.5,192.35,149.95,136.25,133.8,143.35,148.45,150.4,142.55,142.3,139.6,150.5,186.3,212.6,224.85,200.25,167.35,149.85,154.8,153.25,154.85,150.05,155.05,156.1,156.15,160.55,185.05,268.8,549.5,1082.1,1517.2,1345.4,803.2,377.5,236,277.55,497.35,1058.8,1988.95,2686.5,2397.25,1419.65,590.95,244.45,191.9,256.25,390.75,445.95,371.7,248.1,151.15,118.4
"58",56.3,48.25,59,91.6,149.1,173.7,137.7,108.2,129.9,204.75,285.9,303.3,255.25,322.5,914.3,2577.35,4461.1,4339.3,2479.35,952.5,387.25,276.95,337.5,364.55,308.9,210.45,156.8,142.8,136.7,142.6,142.1,141.6,142.5,138.25,140.35,152.55,182.55,229.25,232.5,204.2,172.2,162.75,157.5,159.15,153.3,154.75,153.45,150.9,152.35,159.75,180.75,258.55,488.2,926.3,1258.75,1132.35,696.05,344.25,230.85,279.9,545.2,1252.65,2492.1,3397.9,3069.55,1785.1,713.4,282,219.35,311,466.2,539.8,443.85,289.95,164.35,122.6
"59",49.85,54.05,54.9,91.25,151.7,177.75,149.65,110.95,142.55,251.65,373.75,389.75,294.4,325.15,912.4,2574.85,4451.8,4319.1,2461.75,966.65,388.75,282.45,340.65,387.6,310.9,217.85,160.5,147.8,141.15,139.6,144.55,137.35,140.2,139.65,145,150.45,170.1,198.05,211.9,184.4,163,158.65,160.8,159.1,156.35,158.25,157.55,159.7,164.1,169.85,190.45,275.35,579.7,1115.25,1560.65,1392.45,843.95,392,249.35,299.55,558.45,1227.05,2340.8,3198.2,2865.25,1654.65,683.4,271.85,214,299.05,445.25,513.45,433.5,273.9,162.75,133.2
"60",45.7,45.55,54.05,83.85,138.35,160.25,129.75,108.2,134.35,248.05,368.45,373.65,296,322.9,869.25,2445.05,4243.45,4142.35,2350.5,920.6,371.55,267.5,312.45,347.75,290.35,201.6,151.3,143.4,140.25,133,136.15,135.9,130,131.5,137.85,143.85,166.1,190.75,196.15,181.45,162.3,152,154.25,156.25,154.05,157.1,154.6,156.65,163.75,173.5,186.2,286.25,594.3,1165.55,1614.55,1451.65,868.9,401.9,253.15,300.95,568.7,1254.35,2408.65,3264.8,2901.5,1693.75,690.4,270.3,208.9,295.9,441.5,521.05,437.15,273.1,158.7,132
"61",55.4,53.9,58.2,95.7,161,199.25,152.05,111.15,121,209.8,303.35,310.85,262.65,330.6,966.1,2788.4,4857.55,4723.4,2667.05,1013.65,384.2,248.65,292.8,318.7,266.85,189.15,152.3,130.45,131.55,140.5,141.65,145.55,141.75,136.55,141,150.85,181.1,215.75,225.75,196.65,167.2,149.4,154.05,154.9,151.15,145.3,151.95,145.75,153.5,160.65,178.75,259.4,527.5,1033.95,1433.7,1280.45,766.7,363.2,228.1,278.45,504.2,1103.55,2116.05,2868.6,2572.95,1519,617.25,257.35,193.4,268.15,406.95,460.2,387.45,257.3,152,111.8
"62",52.35,48.15,57.6,90.45,146.8,169.35,138.3,105.25,130.6,227.6,342.8,350.55,285.8,330.2,919.25,2669.75,4611.55,4496.9,2527.6,984.5,387.75,270.35,316.6,351,282.15,198.5,158.6,141.65,136.65,136.25,139,137.85,131.9,135.55,142.25,157.35,186.15,208.95,226.3,196.3,166.35,158.05,156.4,151.8,158.5,155.45,157.25,154.65,159.05,165.95,180.3,254.2,503.8,959.8,1327.75,1190.45,720.65,356.65,237.3,280.35,537.95,1203.7,2361.3,3281.1,2920.2,1708.55,692.55,264.25,210.25,296.25,441.8,519.85,439.1,269.8,156.7,119.4
"63",52.85,52.6,58.1,92.3,148.35,179.15,140.9,109.6,133,223.3,327.55,331.75,271.55,324.85,928.55,2635.15,4576.85,4487.55,2528.45,986.3,384.5,277.7,320.85,350,294.15,202.4,157,143.8,145.75,144.6,142.75,145.65,141.2,140.15,140.8,148.25,177.45,210.4,216.85,191.25,167.45,157.2,159.65,160.95,158.85,151.4,156.9,158.75,159.6,165.95,184.5,267.3,531.85,1005.05,1393.15,1249.25,757.8,366.45,237.95,289.8,555.7,1266,2485.4,3380.45,3023.2,1740.65,713.9,277.05,213.4,315.55,464.65,539.3,444.3,287.7,160.45,122.2
"64",60.5,53.2,45.65,61.9,100.5,120.75,101.8,78.3,93.3,152.2,232.7,240.65,205.75,273.75,842.9,2395.45,4201.65,4136.35,2361.4,908.8,324.9,181.8,165.05,163.35,144.45,122.85,114.8,115.2,116.7,136.4,158.8,170.65,171.7,161,150.9,144.5,158,176.95,191.25,173.05,146.55,138.4,137.45,142.1,142.6,136.35,138.9,139.2,144,146.15,162.3,228.05,436.3,847.15,1164.85,1074.9,667.95,331.6,211.85,233.75,412.3,845.2,1583.4,2162.8,1946.4,1171.2,513.5,223.05,164.3,230.55,323.95,372.8,324.1,218.5,141.9,117.6
"65",64.15,52.45,45.25,64.5,107.95,124,100.35,80,98.05,154.1,230.95,246.7,211.2,285.7,856,2485.45,4284.15,4183.8,2412.95,920.75,339.85,186.6,166.1,160.75,146.85,123.85,118.7,115.25,120.7,134.25,160.55,172.1,175.85,167.8,158.15,141.9,157.65,180.2,197.45,170,155.5,139.7,138,143.3,143.3,136.5,136.65,140.05,139.65,147,159.45,234.35,455.15,866.65,1190,1075.45,675.2,332.4,218.05,243.35,416.55,856.45,1605.55,2179.95,1962.15,1184.9,504.95,217.2,173.85,229.4,323.55,383.7,325.55,217.85,141.6,113.2
"66",61.1,50.6,44.95,66.9,107.15,123,102.9,82.25,87.4,129.15,188.15,207.7,199.15,288.4,858.45,2420.9,4189.75,4102.25,2365,918.5,334.25,189.35,173.65,177.9,155,134.85,122.45,118.9,123.8,135.35,145.45,143.35,139.7,133.6,138.4,136.3,149.4,170.2,185,166.9,153.55,142.8,148.1,152.45,149.2,146.7,149.85,151.25,154.5,161.7,195.75,312.1,762.85,1536.75,2196.7,1974.05,1169.05,515.9,273.9,300.75,509.3,926.45,1585.2,2041.35,1823.05,1082.1,484.55,217.5,163.45,217.25,312.45,359.5,310.7,212.75,138.3,114
"67",58.4,47.95,43.85,64.5,96.05,115.9,98.55,80.8,91.6,139,193.05,213.35,202.5,288.4,882.7,2556.15,4414.35,4360.35,2509.45,958.9,341.2,187.9,168.15,174.45,151.05,128.65,122.45,115.2,127.05,134.2,138.65,137,126.3,125.85,128.8,132.05,158.75,179.7,196.1,170.8,152.45,147.1,145.85,143.85,137.5,144.85,143,145.5,151.6,155.35,179.85,278,598.65,1219.55,1716.5,1543.95,930.8,431.1,240.8,269.1,449.75,876.85,1542.55,2038.6,1813.35,1092.4,484.6,210.65,168.4,215.55,298.55,352.75,303.4,211.05,144.6,117.4
"68",55.1,48.7,44.75,66.85,101.75,121.05,100.2,79.3,89.75,133.8,181,201.7,208.75,302.3,881.1,2503.6,4260.05,4174.6,2418.8,930.95,335.65,189.15,181.45,181.95,162.45,132.35,120.15,123.1,125.9,136.3,139.85,146.1,137.6,132.5,136.05,135.95,148.4,171.7,172.95,160.45,152.25,147.35,143.75,148.35,145,146.25,152.2,155.05,157.3,161.25,192.9,330.25,728.5,1485.35,2076.3,1883.45,1135.05,505.55,275.2,298.9,498.1,923.05,1573.5,2033.2,1824.35,1100,479.15,215.8,166.95,221.7,301.3,350.5,308.3,213,141.85,112.8
"69",53.75,44,45.3,65.55,104.75,120.95,105.75,78.25,91.45,132.05,180.9,205.25,203.6,302.5,858.85,2410,4196.05,4090.7,2387.6,892.2,347.55,188.8,179.6,180.95,161.8,136.8,122.6,122.85,128.3,135.2,146.7,149.85,144.55,143.25,137.05,135.7,150,157.3,170.45,157.25,153.55,146,148.85,155.45,152.8,153.3,153.15,155.95,159.25,171.2,201,349.25,834.9,1732.8,2447.45,2225.4,1316.4,567.6,293.95,323.25,539.5,960,1619.6,2083.65,1857.35,1131.1,493.3,211.5,169.75,219.05,314.85,360.35,306.1,208.7,140.3,120
"70",51.33325,45.08325,47.5,64.125,101.83175,124.0825,102.5835,80.875,90.25,129.875,184.5425,207.21,206.7075,298.625,878.7075,2472.05,4159.9,4069.6,2370.875,932.575,344.0425,192.6675,177.1675,180.6225,164.0825,139.125,121.5,117.79,129.54,138.2075,149.665,157.5825,151.085,148.3325,143.0425,145.0825,151,165.21,165.0425,162.665,151.3325,150.415,154.5425,152.335,154.335,149.375,154.125,155.3775,162.79,169.0025,200.915,338.5425,827.71,1710.25,2395.2,2166.625,1284.4175,569.9175,293.2475,320.8725,542.54,975.225,1640.575,2108.25,1870.225,1143.25,495.7075,223.71,170.5425,223.585,309.625,360.5,316.4175,212.8325,140.085,121.33
"71",58.65,50.1,43.7,65.65,102.6,121.75,101.5,75.2,86.45,131.1,177.15,200.6,202.65,289.4,875,2476.15,4249.8,4184.45,2417.55,939.25,340.95,189.2,168.7,173.1,158.5,133.05,119.35,121.5,124.7,138.15,149.95,156.85,151,143.55,144.7,144.65,149.7,169.45,174.7,168.35,147.7,143.65,149,148.3,151.1,151.1,150.05,155.4,155.45,160.8,193.2,322.7,733.6,1524.7,2148.55,1934.15,1148.85,512.2,265.05,303.4,497.35,924.25,1551.65,2021,1813.85,1095.85,486.95,211.3,169.15,224.65,303.4,355.45,301.35,217.15,143.2,113.8
"72",54.45,45.5,44.65,63.9,106.85,119.7,101.3,80.1,88.65,131.3,177.25,197.4,209.1,295.55,869.7,2411.35,4177.7,4097.85,2351.5,920.05,351.45,188.05,184.95,182.15,160.8,136.45,127.6,126.7,129.9,134.85,148.45,151.2,148.25,142.25,140.1,142.85,150.8,163.95,172.6,156.5,153.05,145,148,156.4,155.5,155.95,156.2,156.1,160.75,169.3,202.15,350.15,849.1,1745.35,2431.8,2225.5,1313.85,573.8,300.2,329.85,546,978.55,1615.75,2099.6,1877.6,1120.9,480.15,217.35,169.35,215.95,309.4,357.45,314.7,210.8,132.05,114.2
"73",74.375,60.54175,51.29175,60.95825,91.91675,102.875,91.75,83.0835,101.58175,157.0425,217.25,232.915,229.545,323.7075,997.1075,2854.55,4926.9,4809.625,2749.1,1041.5925,368.165,190.4975,173.21,172.5825,153.665,129.5425,117.0425,116.665,118.21,123.1675,124.915,121.3325,119.6675,121.0825,124.4575,138.6675,166.75,204.5,210.0825,182.8325,163.1675,142.9975,144.125,140.5425,145.5,144.5425,144.25,140.1225,149.2075,153.5425,181.9575,291.915,658.415,1348.3,1889.225,1691.925,998.375,443.5825,247.25,282.25,462.335,879.9575,1518.575,1952.4,1745.575,1033.4925,454.7075,199.6225,161.25,213.915,298.125,345.25,295.0825,201.6675,133.4575,108.67
"74",57.5,54.05,52.5,81.95,130.2,146.4,117.7,101.8,125.15,214.75,309.6,313.45,270.6,342.8,1031.05,2927.2,5007,4887.1,2812.45,1084.2,399.85,229.6,225.25,224.05,195.9,156.9,134.45,129.3,125.45,133.45,135.05,132.75,132.5,129.8,131.75,150.45,187.35,230.45,246.05,210.25,170,151.9,153.65,152.05,148.95,144.35,148,143.65,153,148,166.1,221.7,399.4,727.9,1004.9,893.35,561.85,301.7,211.5,250.75,489.85,1135.9,2249.05,3101.75,2813.7,1650.7,690.9,268.9,203.95,287.8,420.65,502.45,425.8,273.9,157.05,120.4
"75",46.5,46.25,48.8,76.3,117.15,130.4,116.1,93.55,119.2,192.85,290.85,296.15,244.85,315.4,963.35,2718.85,4697.05,4572.15,2621.3,1010.7,368.95,217.65,218.75,218.9,186.65,146.55,124.85,120.25,118.85,123.85,123.9,124.2,123.25,123.9,125,145.75,184.6,227.15,246.85,213.35,163.15,142.8,149.95,150.95,143.95,135,136.7,141.05,143.2,150.45,158.9,204.35,354.4,633.3,845.3,756.5,491.75,260.15,193.35,239.9,474.75,1117.9,2265.85,3116.3,2815.4,1660.3,682.4,273.75,201.85,284.95,431.2,503.35,418.25,270.6,158.3,123
"76",53.7,47,52.55,87.25,140.6,167.8,137.65,108.9,130.35,221.3,320,329.25,274.95,325.3,961.5,2713.6,4683,4552.25,2628.6,1015.05,372,232.85,235.8,252.4,206.9,164.25,140.35,127.55,129.4,128.35,130.75,130.45,129.3,130.8,135.45,151.65,179.95,228.1,227.95,201.1,170.75,151.5,151.95,154.15,150.75,149.95,152.65,152.7,153.95,160.6,174,244.55,444.5,857.7,1179.2,1072.75,645.6,329.85,228.4,273.7,516.45,1169.95,2307.45,3168.15,2864.85,1687.55,687.15,271.95,201.4,297.9,432.2,512.55,427.95,274.6,160.85,123
"77",151.2,94.1,50.7,51.25,71.25,82.1,68.2,60.9,72.2,94.1,125.8,144.85,156,288.9,992,2829.4,4775.45,4499.8,2492.15,927.2,306.2,140.2,108.6,99.5,96.15,94.6,94.95,99.9,105.1,112.55,118.1,114,115.5,115.45,121.45,146.65,210.95,301.55,319,255.4,178.65,139.25,141.1,139,132,116.05,121.1,121.4,123.05,120.4,129.8,168.35,303,547.05,758.7,696,447.35,242.85,164.05,166.95,238.7,407.35,664,843,794.6,499.25,253.6,147.75,122.15,137.45,169.9,198.15,179.1,139.6,108.65,103.4
"78",121.7,83.6,48.5,52.25,77,80.05,73.15,65.3,72.5,104.25,137.6,155.65,170.35,319.05,1104.9,3143.9,5274.9,5021.5,2750.7,1013.3,333.6,142.85,104.7,98.8,91.95,92.75,98.05,95.8,107.2,118.7,120.55,117.15,116.95,114,113.85,132.75,177.5,230.5,250.3,206,152.9,137.5,135.75,131.35,122.8,124.2,128.05,123.6,123.3,131.1,141.6,196.95,380.2,742.9,1028.7,933.05,576.35,279.5,172.65,180.25,252.3,405.6,612.35,781.35,693.65,443.75,232.65,141.05,117.5,131.25,163.15,183.25,169.65,133.55,105.75,101.6
"79",129.6,82.85,44,46.5,64.4,75.65,61.1,58.2,67.7,97.3,133.6,148.5,163.8,294.9,1010,2854,4819.45,4568.45,2526.25,938.15,308.4,140.05,102.5,94.15,92.9,88.6,94.35,95.3,105.25,105.05,111.35,112.25,109.5,107.85,116.55,137.2,197.25,268.75,272.95,231.3,161.95,138,135.95,134.35,126.45,120.2,120.15,120.75,123.2,118.3,136.65,177.75,335.8,627.35,858.7,791.6,498.5,255.25,162.65,174.35,253.8,413.6,673,861.35,795.6,499.3,250.75,142.25,122.8,139.7,175.95,196.35,184.6,139.4,109.85,95
"80",124.1,81.5,46.8,48.4,64.1,72.85,65.55,57.85,72.15,106.35,152.9,165.65,167.9,301.55,1034.25,2956,4979.75,4715.35,2588.05,931.6,310.9,140,100.45,94.65,89,92.55,90.75,93.95,100,109.35,115.25,112.8,109.75,106.9,116.35,130.15,180.25,249.45,251,210.15,156.9,130.35,132.95,127.3,124.2,120.7,114.35,116.55,116.2,119.7,132.25,174.3,320.4,592.05,816.5,766.05,478.25,240.15,157.85,172.15,233.95,371.05,582.3,739.8,667.7,429.75,227.25,136.8,119.85,129.2,159.75,177.7,163.9,131.2,106.75,106
"81",119.4,75.85,49.85,56.55,82.75,92.4,78.95,68.6,71.15,93.35,124,137.75,163.5,296.4,1004.15,2863.35,4789.05,4558.05,2531.15,940.8,325.15,150.85,108.55,101.45,102.5,97.3,98.35,100.35,109.05,119,129.3,131.55,132.15,125,128.05,144.85,190.85,251.95,272.5,224.2,167.75,141.65,141.85,138,133,129.85,129.7,129.6,129.45,136.7,141.25,201.15,377.9,716.6,984.4,927.95,588.4,316.75,207.7,203.35,290.8,519.9,876.9,1139.25,1048.25,666.05,315.35,165.5,134.3,159,206.25,238.25,207.85,157.45,121.9,104.6
"82",125.45,83.35,48.95,54,81.3,93.1,77.75,65.9,71.25,105.75,143.75,163.5,161.7,278.5,932.9,2624.45,4402.15,4174.9,2318.9,872.6,312.45,150.75,113.6,110.8,102.25,99.15,96.95,102.05,113.2,114.25,126.5,127.6,127.05,120.9,128.45,143.6,201.45,279.35,292.35,236.1,166.2,141.75,141.1,139.6,131.15,129.6,128.9,130.25,132.55,132.2,145.5,192.7,365.55,670.25,935,870.7,558.4,298.15,199.95,206.2,312.65,549.85,976.1,1309.2,1199.7,744.85,348.3,173.1,138.05,172.55,231.2,255.15,225.75,165.15,122.05,104.2
"83",150.5,90.3,51.85,46.55,58,67.8,62.1,57.2,64.35,92.35,122.75,139.4,151.15,277.1,951.55,2765.5,4646.65,4377.4,2424.3,883.55,302.05,139.85,110.55,107.15,102.1,92.8,95.75,96.45,102.95,103.3,105.15,118.55,114.05,116.35,124.3,149.4,234.45,339,360.8,280,182.6,140.95,140.85,138.1,127,120.1,115.6,111.95,118.8,119.1,123.4,148.65,240.9,401.45,535.6,511,337.55,193.75,150.5,157.75,224.45,384.4,668.95,914.3,842.8,532.3,269.15,140.4,121.35,147.2,181,198.2,181.15,145,107.9,90.4
"84",123.4975,83.3335,45.49975,56.5,79.1665,88.75,80,62.5835,63.5835,87.66675,111.00175,129.6675,157.3325,256.5,866.925,2503.175,4147.425,3916.025,2202.075,800.8325,291.335,139.75,109.08325,101.4175,97.9175,94.501,92.3335,101.75,107.66675,116.75,116.835,118.5,114.085,116.665,122.5825,131.665,188.25,260.4175,276.5,216.5825,164.25,136.165,136.6675,139.4175,129,131.335,122.75,131.3325,127.3325,132.0825,144.4175,215.915,426.3325,844.9225,1193.15,1068.425,660.4175,326.415,186.0825,200.75,322.75,572.3325,975.575,1267.075,1172.675,702.335,332.415,171.5825,133.0825,170.5,214.5825,258.0025,230.415,162.4175,119.165,113.67
"85",122.1875,79.25,46.5625,58.375,78.8125,89.625,79.125,59.5,63.75,85.75,115.5,130.75,148.25,269.9375,866.8125,2451.025,4159.775,3902.4,2163.075,807.125,287.0625,137.3125,109.75,100.0625,91.25,94.3125,93.875,99.125,103.25,108.9375,114.625,114.25,112.875,112.75,113.6875,136.4375,191.1875,264.25,275.75,223.375,161.9375,141.5,135.625,135.25,128.125,122.3125,124.625,121.8125,129.125,135.4375,146.0625,203.8125,427.6875,838.3125,1169.7,1068.45,641.625,314.5625,189.5,206.3125,317.0625,568.375,965.25,1285.075,1160.375,717.5,342.5,161.75,129.8125,167.625,225.875,248.25,229.5625,160.4375,114.875,96.25
"86",133.7,78.15,54.1,66.95,103.45,114.95,93.1,72.25,70.25,99.35,130.25,148.7,160.75,287.45,976.45,2774.1,4639.75,4373.85,2444.85,908.9,312.05,159.65,118.65,110.45,105.75,96.75,101.9,104.85,112.05,132.6,145.3,147.4,146,135.8,134.35,151.75,185.4,259.6,268.1,222.5,161.8,141.4,135.7,133.25,130.55,126.1,120.3,128.1,127.2,127.85,133.85,154.85,230.15,368.85,491.35,450.5,321.25,219.5,179,182.35,270.65,555.2,1057.6,1476.5,1381.35,849.15,388.75,186.75,150.5,185.9,246.85,279.2,251.9,185.25,129.2,102.8
"87",118.25,83.25,50.55,64.95,103.2,115.95,88.05,69.8,73,98.7,126.1,142.9,158.5,290.35,981.4,2811.3,4689.75,4431.7,2469.35,910.1,316.8,153.2,117.9,105.6,102.6,97.2,97.3,101.8,113.9,122.55,137.25,140.2,133.55,129.15,128.25,145.2,200.75,261.75,280.2,225.5,165.6,140.5,138.2,134.25,128.65,123.05,122.85,121.3,128.5,120.4,133.1,156.25,221.65,352.55,456,428.95,301.05,205.65,161.95,175.75,283.3,571.3,1118.75,1556.4,1448.65,889.25,400.65,186.95,145.9,183.25,255.9,292.8,258.25,182.6,126.25,103.2
